id,example_ja,example_zh
n1_egg_0560,市は騒音に関する規制を強化した。,市政府加強了噪音相關規制。
n1_egg_0561,彼は極度の緊張で声が震えた。,他因極度緊張而聲音發抖。
n1_egg_0562,新しい考え方が若い世代に浸透している。,新的想法正在年輕世代中普及。
n1_egg_0563,彼は地域の復興に尽力した。,他為地方重建盡力。
n1_egg_0564,会社は公式サイトで情報を発信している。,公司透過官方網站發布資訊。
n1_egg_0565,旅行のために毎月少しずつお金をためている。,為了旅行，每個月一點一點存錢。
n1_egg_0566,市は被害を防ぐための措置を講じた。,市政府採取了防止災害的措施。
n1_egg_0567,講演ではその問題にほとんど言及しなかった。,演講中幾乎沒有提到那個問題。
n1_egg_0568,制度は残っているが、実質的には機能していない。,制度雖然還在，但實際上已沒有作用。
n1_egg_0569,このホテルは最高ランクに分類されている。,這家飯店被歸類為最高等級。
n1_egg_0570,金は人の心を変える魔物だと言われる。,有人說金錢是會改變人心的可怕力量。
n1_egg_0571,政府は新しい経済政策を打ち出した。,政府提出了新的經濟政策。
n1_egg_0572,新しい薬で症状が緩和された。,新藥讓症狀獲得緩解。
n1_egg_0573,彼女は幅広い分野に関心を持っている。,她對廣泛領域都有興趣。
n1_egg_0574,刑事が事件の関係者に話を聞いた。,刑警向案件相關人士詢問。
n1_egg_0575,利用者の属性に合わせて内容を変える。,依照使用者屬性調整內容。
n1_egg_0576,この映画のヒロインは強い意志を持っている。,這部電影的女主角有堅強意志。
n1_egg_0577,彼は定年後、里に戻って暮らしている。,他退休後回老家生活。
n1_egg_0578,駅前の屋台でラーメンを食べた。,在車站前的路邊攤吃了拉麵。
n1_egg_0579,彼はまぶしそうに目を細めた。,他像是覺得刺眼般瞇起眼睛。
n1_egg_0580,王は和平交渉の使者を送った。,國王派出了和平交涉的使者。
n1_egg_0581,この布は水をよくはじく。,這塊布很防水。
n1_egg_0582,がんが他の臓器に転移していた。,癌症已轉移到其他器官。
n1_egg_0583,この模型は胴体の部分だけ金属でできている。,這個模型只有機身部分是金屬製。
n1_egg_0584,ベルトで腰を締めつけすぎると苦しい。,皮帶把腰勒得太緊會不舒服。
n1_egg_0585,彼は強い相手にもひるまず意見を述べた。,他面對強勢對手也不退縮地表達意見。
n1_egg_0586,看護師が病室の窓を開けた。,護理師打開了病房的窗戶。
n1_egg_0587,この菌は薬に対する耐性を持っている。,這種菌對藥物具有抗藥性。
n1_egg_0588,センサーが人の動きを感知した。,感應器偵測到人的動作。
n1_egg_0589,彼は邪悪な企みに加担しなかった。,他沒有參與邪惡的陰謀。
n1_egg_0590,高級車はかつてステータスの象徴だった。,高級車過去曾是地位的象徵。
n1_egg_0591,次期社長の候補が発表された。,下一任社長候選人公布了。
n1_egg_0592,大雪で空港に足止めされた。,因為大雪，被困在機場。
n1_egg_0593,試合前に全員で気合を入れた。,比賽前大家一起鼓起幹勁。
n1_egg_0594,広い草原に風が吹き抜けた。,風吹過廣闊的草原。
n1_egg_0595,専門家に絵の価値を鑑定してもらった。,請專家鑑定畫的價值。
n1_egg_0596,長く歩いて太ももが痛くなった。,走很久後大腿痛了起來。
n1_egg_0597,校内では携帯電話の使用が制限されている。,校內限制使用手機。
n1_egg_0598,彼は異国の文化に強く引かれた。,他深受異國文化吸引。
n1_egg_0599,彼女とは幼なじみで、家も近かった。,我和她是從小認識的朋友，家也住得近。
n1_egg_0600,説明のつぼを押さえれば短時間で伝わる。,只要掌握說明的重點，就能在短時間內傳達。
n1_egg_0601,民衆の不満が政治を動かした。,民眾的不滿推動了政治改變。
n1_egg_0602,小さな粒子が水中を浮遊している。,小顆粒正在水中漂浮。
n1_egg_0603,その知らせを聞いて戦慄を覚えた。,聽到那個消息後，我感到戰慄。
n1_egg_0604,陶芸家の工房を見学した。,參觀了陶藝家的工作室。
n1_egg_0605,市場は先行きの見えない混沌とした状況にある。,市場處於前景不明的混沌狀況。
n1_egg_0606,原材料の価格が一気に跳ね上がった。,原物料價格一下子暴漲。
n1_egg_0607,警察は現場近くで凶器を発見した。,警方在現場附近發現兇器。
n1_egg_0608,彼はこの道具の優れた使い手だ。,他是熟練使用這項工具的人。
n1_egg_0609,山あいに小さな集落が点在している。,山間零星分布著小聚落。
n1_egg_0610,この飛行機は胴の部分が細く設計されている。,這架飛機的機身中段設計得較細。
n1_egg_0611,母は出発の準備をせかした。,母親催促大家準備出發。
n1_egg_0612,彼の意見は正論だが、現場の事情も考える必要がある。,他的意見是正論，但也需要考量現場情況。
n1_egg_0613,案内人が一行を先導した。,導覽人員帶領一行人前進。
n1_egg_0614,研究者は川の水を採取して分析した。,研究人員採集河水並進行分析。
n1_egg_0615,彼は周囲の意見に安易に同調しなかった。,他沒有輕易附和周遭意見。
n1_egg_0616,社会の階層によって教育機会に差が出ることがある。,不同社會階層有時會造成教育機會差異。
n1_egg_0617,出発ゲートの前で搭乗を待った。,在登機口前等待登機。
n1_egg_0618,疲れていて、彼は窓の外をぼうっと見ていた。,他累了，發呆看著窗外。
n1_egg_0619,その仮説を確かめるために実験を行った。,為了驗證那個假說而進行實驗。
n1_egg_0620,彼は必要な資料をメールでよこした。,他用電子郵件把需要的資料寄了過來。
n1_egg_0621,水中での作業には特別な訓練が必要だ。,水中作業需要特別訓練。
n1_egg_0622,この布は淡い色合いが美しい。,這塊布淡雅的色調很美。
n1_egg_0623,店員は裏口から荷物を運び入れた。,店員從後門把貨物搬進去。
n1_egg_0624,彼は学生時代を懐かしく回想した。,他懷念地回想學生時代。
n1_egg_0625,週末に好きなバンドのライブへ行く。,週末要去看喜歡的樂團現場演出。
n1_egg_0626,この広告にはもう少しパンチがほしい。,這則廣告還需要再有衝擊力一點。
n1_egg_0627,彼は飛んできたボールを素早くかわした。,他迅速閃開飛來的球。
n1_egg_0628,初恋の相手に偶然再会した。,偶然與初戀對象重逢。
n1_egg_0629,事故後、機体の一部が海で見つかった。,事故後，機體的一部分在海中被找到。
n1_egg_0630,計画の費用が当初より膨れ上がった。,計畫費用比當初膨脹許多。
n1_egg_0631,反対勢力は政府の案を粉砕しようとした。,反對勢力試圖徹底擊潰政府方案。
n1_egg_0632,この店の目玉商品は限定ケーキだ。,這家店的招牌商品是限定蛋糕。
n1_egg_0633,街の明かりを離れると、美しい星空が見えた。,離開城市燈光後，看見了美麗星空。
n1_egg_0634,発売直後、注文が店に殺到した。,開賣後，訂單立刻湧向店家。
n1_egg_0635,このサービスは高齢者支援に特化している。,這項服務專門針對高齡者支援。
n1_egg_0636,地下室に入ると空気がひんやりしていた。,走進地下室後，空氣涼涼的。
n1_egg_0637,彼は悪党を倒す主人公を演じた。,他飾演打倒惡徒的主角。
n1_egg_0638,決勝で昨年の優勝者と対戦する。,決賽將與去年的冠軍交手。
n1_egg_0639,大雪で列車は運行不能になった。,大雪導致列車無法行駛。
n1_egg_0640,学校はいじめを防ぐ取り組みを強化した。,學校加強了防止霸凌的措施。
n1_egg_0641,彼は資料を携えて会議室に入った。,他帶著資料走進會議室。
n1_egg_0642,新しい目標を聞いて、チームの表情が引き締まった。,聽到新目標後，團隊的表情變得嚴肅起來。
n1_egg_0643,この料理は和食と洋食の要素を融合している。,這道料理融合了日式與西式元素。
n1_egg_0644,叱られた子どもはしょんぼりしていた。,被責備的孩子垂頭喪氣。
n1_egg_0645,雨で遠くの景色がぼやけて見えた。,因為下雨，遠處景色看起來很模糊。
n1_egg_0646,手持ちの資料だけでは判断できない。,只靠手頭現有資料無法判斷。
n1_egg_0647,落下の衝撃で機械が損傷した。,機器因掉落衝擊而受損。
n1_egg_0648,彼は失礼な発言を深く詫びた。,他為失禮發言深深道歉。
n1_egg_0649,橋の強度を定期的に確認する。,定期確認橋梁強度。
n1_egg_0650,戦争は町を無残な姿に変えた。,戰爭把城鎮變成悽慘的模樣。
n1_egg_0651,利用者は端末から予約状況を確認できる。,使用者可以從終端裝置確認預約狀況。
n1_egg_0652,近隣の住民に工事の予定を知らせた。,通知鄰近居民工程預定時程。
n1_egg_0653,城の殿は民の声に耳を傾けた。,城主傾聽百姓的聲音。
n1_egg_0654,数字だけでは問題の実体は見えない。,光看數字看不見問題的實情。
n1_egg_0655,大きな荷物は移動の足手まといになった。,大件行李成了移動時的累贅。
n1_egg_0656,競争では強者だけが有利とは限らない。,競爭中不一定只有強者有利。
n1_egg_0657,専門家でも本物と偽物の判別は難しい。,即使是專家，也很難辨別真品與仿品。
n1_egg_0658,この島では亀の産卵が見られる。,在這座島上可以看見海龜產卵。
n1_egg_0659,軽い一言が後で仇になることもある。,一句輕率的話有時之後會帶來反效果。
n1_egg_0660,この作品は従来のものとは異質だ。,這部作品與以往作品性質不同。
n1_egg_0661,休憩時間に同僚と世間話をした。,休息時間和同事閒聊。
n1_egg_0662,村長は住民に避難を呼びかけた。,村長呼籲居民避難。
n1_egg_0663,地域の祭りは世代を超えて伝承されてきた。,地方祭典跨越世代傳承下來。
n1_egg_0664,合格の知らせに胸が躍った。,錄取消息讓我心情雀躍。
n1_egg_0665,思わぬ失敗に赤面した。,因為意想不到的失敗而臉紅。
n1_egg_0666,社長は後継者の育成に力を入れている。,社長致力於培養接班人。
n1_egg_0667,強い雨が窓に打ち付けている。,強雨正用力打在窗上。
n1_egg_0668,感染拡大を防ぐため、患者を隔離した。,為了防止感染擴大，隔離了患者。
n1_egg_0669,卵の殻を割って中身を取り出した。,敲破蛋殼取出裡面的東西。
n1_egg_0670,彼は失礼な言い方にむっとした。,他因對方失禮的說法而不悅。
n1_egg_0671,彼は計画をぐいぐい進めていった。,他強勢地推進計畫。
n1_egg_0672,書類の空白に名前を書いてください。,請在文件空白處寫上姓名。
n1_egg_0674,夜の森には深い静けさがあった。,夜晚的森林有著深沉的寂靜。
n1_egg_0675,不安な考えが頭の中を駆け巡った。,不安的想法在腦中盤旋。
n1_egg_0676,彼は叱られるのではないかとびくびくしていた。,他擔心會被責罵而戰戰兢兢。
n1_egg_0677,専門家は環境への影響を危惧している。,專家擔憂對環境的影響。
n1_egg_0678,弟の背丈がいつの間にか私を超えた。,弟弟的身高不知不覺超過了我。
n1_egg_0679,疑われるとは心外だ。,被懷疑讓我感到很意外也很不能接受。
n1_egg_0680,兄弟で遺産の分け方を話し合った。,兄弟討論了遺產分配方式。
n1_egg_0681,長い療養の後、彼の顔に生気が戻った。,長期療養後，他臉上恢復了活力。
n1_egg_0682,彼女は上司にもぽんぽん意見を言う。,她連對主管也直率地連續表達意見。
n1_egg_0683,店先には新商品がずらりと並んでいた。,店門口整齊排列著一長排新商品。
n1_egg_0684,植物は光合成によって栄養分を生成する。,植物透過光合作用生成養分。
n1_egg_0685,駅前では多くの人が行き交っている。,車站前有許多人來來往往。
n1_egg_0686,この植物は乾燥に強く、生命力がある。,這種植物耐乾燥，很有生命力。
n1_egg_0688,彼らは資金不足の危機を何とか切り抜けた。,他們總算撐過資金不足的危機。
n1_egg_0689,不本意ながら計画の中止を受け入れた。,雖非本意，但接受了計畫中止。
n1_egg_0690,会社の役員が経営方針を説明した。,公司董事說明了經營方針。
n1_egg_0691,彼は休日の大概を家で過ごす。,他的假日大多在家度過。
n1_egg_0692,彼女は家柄ではなく本人の努力で評価された。,她不是因家世，而是因本人的努力受到評價。
n1_egg_0693,駅前の景色は十年で大きく変貌した。,車站前的景色十年間有了巨大改變。
n1_egg_0694,けがをした部位を冷やしてください。,請冰敷受傷部位。
n1_egg_0695,彼は資料をちらっと見ただけで内容を理解した。,他只稍微看了一眼資料就理解內容。
n1_egg_0696,裁判官が事件を公平に裁いた。,法官公平審理了案件。
n1_egg_0697,彼とは入社の同期だ。,我和他是同一屆進公司的。
n1_egg_0698,画面を静止して細部を確認した。,把畫面暫停後確認細節。
n1_egg_0699,濃い霧が行く手を阻んだ。,濃霧阻擋了去路。
n1_egg_0700,事故の原因はまだ定かではない。,事故原因尚未確定。
n1_egg_0702,主人公は作者の分身とも言える存在だ。,主角可說是作者的分身。
n1_egg_0703,突然の災難が一家に降りかかった。,突如其來的災難降臨到一家人身上。
n1_egg_0704,医師が地域の診療所を巡回している。,醫師正在巡迴地方診所。
n1_egg_0705,彼は発車寸前の列車に飛び乗った。,他跳上即將發車的列車。
n1_egg_0706,私たちは問題の現実を直視しなければならない。,我們必須正視問題的現實。
n1_egg_0707,彼女はいつも朗らかな声であいさつする。,她總是用開朗的聲音打招呼。
n1_egg_0708,他人の決定にむやみに口出ししないほうがいい。,不要隨便干涉別人的決定比較好。
n1_egg_0709,先方の都合を確認してから日程を決める。,確認對方方便的時間後再決定日程。
n1_egg_0710,彼は長年、罪悪感にさいなまれていた。,他長年受到罪惡感折磨。
n1_egg_0711,家族の安否が気がかりで仕事に集中できない。,掛念家人的安危，無法專心工作。
n1_egg_0712,資料を求めて古本屋をあさった。,為了找資料，到處翻找舊書店。
n1_egg_0713,彼は物陰に隠れて様子を見ていた。,他躲在暗處觀察情況。
n1_egg_0714,二つの技術を結合して新製品を作った。,結合兩項技術做出新產品。
n1_egg_0715,そんな噂を信じるなんてばかばかしい。,相信那種謠言實在荒謬。
n1_egg_0716,この時計は複雑な機構で動いている。,這只鐘錶靠複雜的機構運作。
n1_egg_0718,その行為は他人の権利を侵している。,那個行為侵犯了他人的權利。
n1_egg_0719,事故の後、彼は記憶の一部を喪失した。,事故後，他失去了部分記憶。
n1_egg_0720,彼女には指導者としての資質がある。,她具備擔任領導者的資質。
n1_egg_0721,長時間労働が体調不良の元凶だった。,長時間工作是身體不適的元凶。
n1_egg_0722,彼は胸中の不安を誰にも語らなかった。,他沒有向任何人說出內心的不安。
n1_egg_0723,勝利によってチームの士気が上がった。,勝利讓團隊士氣提升。
n1_egg_0724,彼は会社の法律顧問を務めている。,他擔任公司的法律顧問。
n1_egg_0725,壁にくぎを打って絵を掛けた。,在牆上釘釘子掛畫。
n1_egg_0726,参加したいのは山々だが、予定が合わない。,我很想參加，但時間排不上。
n1_egg_0728,二つの案に大差はない。,兩個方案沒有明顯差異。
n1_egg_0729,式は簡素だが温かい雰囲気だった。,典禮雖然簡樸，但氣氛溫暖。
n1_egg_0730,支援の見返りを求めるべきではない。,不應該要求支援的回報。
n1_egg_0731,彼は怒りを顕わにした。,他顯露出怒意。
n1_egg_0732,その国は経済大国として成長した。,那個國家成長為經濟大國。
n1_egg_0733,最後の坂で踏ん張って走り切った。,在最後的坡道撐住並跑完全程。
n1_egg_0734,この店は学生時代からの馴染みだ。,這家店是學生時代起就熟悉的店。
n1_egg_0735,この植物には雄の株と雌の株がある。,這種植物有雄株與雌株。
n1_egg_0736,新しいチームを三人で編成した。,以三人組成新的團隊。
n1_egg_0737,彼は表面上は従順に見える。,他表面上看起來很順從。
n1_egg_0738,両チームの実力は互角だ。,兩隊實力不相上下。
n1_egg_0739,彼は失敗の責任を部下にかぶせた。,他把失敗的責任推給部下。
n1_egg_0741,相手の弱みにつけ込むやり方はよくない。,利用對方弱點的做法不好。
n1_egg_0742,安全装置が正常に作動した。,安全裝置正常運作。
n1_egg_0744,精鋭部隊が救助活動に派遣された。,精銳部隊被派往救援行動。
n1_egg_0745,旅先で地元の料理を満喫した。,在旅途中盡情享受了當地料理。
n1_egg_0747,彼女はファンタジー小説を書くのが好きだ。,她喜歡寫奇幻小說。
n1_egg_0748,彼は絶望の淵から立ち直った。,他從絕望深淵中振作起來。
n1_egg_0749,後々のために、記録を残しておこう。,為了日後著想，把紀錄留下來吧。
n1_egg_0750,大粒の雨が窓を打ち始めた。,大顆雨滴開始打在窗上。
n1_egg_0751,院長が新しい治療方針を説明した。,院長說明了新的治療方針。
n1_egg_0752,ぐずぐずしていると電車に乗り遅れる。,拖拖拉拉的話會趕不上電車。
n1_egg_0753,料理人は魚の頭を切り落とした。,料理人切下魚頭。
n1_egg_0754,不用意な発言が誤解を招いた。,輕率的發言招致誤解。
n1_egg_0755,混乱を避けるため、今は発言を自重した。,為了避免混亂，現在克制發言。
n1_egg_0756,義父は結婚後も私を温かく支えてくれた。,岳父在婚後也溫暖支持我。
n1_egg_0757,早朝の駅前は人影がまばらだった。,清晨的車站前人影稀疏。
n1_egg_0758,彼は受付でぺこりと頭を下げた。,他在櫃台點頭行禮。
n1_egg_0759,新しいプロジェクトが来月始まる。,新的專案下個月開始。
n1_egg_0760,主任が作業の進め方を説明した。,主任說明了作業進行方式。
n1_egg_0761,古い町の細い道は迷路のようだった。,老城鎮的細路像迷宮一樣。
n1_egg_0762,勝利で選手たちの士気が高揚した。,勝利讓選手們士氣高昂。
n1_egg_0763,長引いた混乱はようやく収束した。,拖了很久的混亂終於平息。
n1_egg_0764,感染の経路を詳しく調べた。,詳細調查了感染途徑。
n1_egg_0765,今夜は満月が明るく見える。,今晚的滿月看起來很明亮。
n1_egg_0766,公園には多くの樹木が植えられている。,公園裡種了許多樹木。
n1_egg_0767,子どもは大きな音におびえて泣き出した。,孩子因害怕巨大聲響而哭了出來。
n1_egg_0768,家族と過ごす時間はこの上ない幸せだ。,與家人共度的時間是無比的幸福。
n1_egg_0769,彼は将来を若い世代に託した。,他把未來託付給年輕世代。
n1_egg_0770,薬を飲んで痛みが治まった。,吃藥後疼痛平息了。
n1_egg_0771,彼は育ててくれた祖父母に恩返ししたいと思っている。,他想報答養育自己的祖父母。
n1_egg_0772,自由には責任という対価が伴う。,自由伴隨著責任這項代價。
n1_egg_0773,研究では物体の質量を正確に測定した。,研究中準確測量了物體的質量。
n1_egg_0774,彼女の作品には内面の葛藤が表れている。,她的作品呈現了內心的掙扎。
n1_egg_0775,手続きに手間取って出発が遅れた。,因為手續花了時間，出發延誤了。
n1_egg_0776,十分な確認をせずに先走るのは危険だ。,沒有充分確認就急於行動很危險。
n1_egg_0777,子どもたちは嬉々として雪遊びを始めた。,孩子們開心地開始玩雪。
n1_egg_0778,午前中は雑用に追われて終わった。,上午忙著處理雜事就結束了。
n1_egg_0779,複数の利害が絡み合って問題を難しくしている。,多方利害交織，使問題變得困難。
n1_egg_0780,街灯の下で地図を確認した。,在路燈下確認地圖。
n1_egg_0781,この旅館は客への心配りが行き届いている。,這家旅館對客人的照顧很周到。
n1_egg_0782,交渉では最初の一言が肝になる。,交涉中第一句話會成為關鍵。
n1_egg_0783,強風で書類が部屋中に散乱した。,強風吹得文件散落整個房間。
n1_egg_0784,録音にノイズが入って聞き取りにくい。,錄音有雜音，很難聽清楚。
n1_egg_0785,子どもは母親にべったりくっついて離れない。,孩子緊黏著母親不離開。
n1_egg_0786,厳密に言えば、この表現は少し不自然だ。,嚴格來說，這個表達有點不自然。
n1_egg_0787,雨で床が滑りやすくなり、転倒した。,地板因下雨變滑，結果跌倒了。
n1_egg_0788,公園の池を一周してから帰った。,繞公園池塘一圈後回家。
n1_egg_0789,この機械は測定の精度が高い。,這台機器的測量精度很高。
n1_egg_0790,彼は医師の家系に生まれた。,他出生於醫師世家。
n1_egg_0791,小さな発言が争いの引き金になった。,一句小小的發言成了爭執的導火線。
n1_egg_0792,努力と運が相まって成功につながった。,努力與運氣相輔相成，帶來了成功。
n1_egg_0793,彼女はあどけない笑顔を見せた。,她露出天真無邪的笑容。
n1_egg_0794,道路に新しいアスファルトを敷いた。,道路鋪上了新的柏油。
n1_egg_0795,彼は率先して片づけを始めた。,他率先開始收拾。
n1_egg_0796,この事象を説明するには追加の調査が必要だ。,要說明這個現象，需要追加調查。
n1_egg_0797,彼は地道な努力を続けて成果を出した。,他持續踏實努力並做出成果。
n1_egg_0798,みんなで手分けして資料を探した。,大家分頭尋找資料。
n1_egg_0799,同じ言葉でも文脈によって意味合いが変わる。,同樣的詞會因脈絡不同而改變含義。
n1_egg_0801,犯人は数日間、山中に潜伏していた。,犯人在山中潛伏了好幾天。
n1_egg_0802,彼は砂糖を入れずにブラックでコーヒーを飲む。,他不加糖，喝黑咖啡。
n1_egg_0803,選手たちは意気込んで試合に臨んだ。,選手們充滿氣勢地迎接比賽。
n1_egg_0804,その決定に異議を唱える人はいなかった。,沒有人對那項決定提出異議。
n1_egg_0805,研究者は資料の中に新しい価値を見いだした。,研究人員在資料中發現了新的價值。
n1_egg_0806,畑の周囲に杭を打って境界を示した。,在田地周圍打下木樁標示邊界。
n1_egg_0807,彼は正規の手続きを経て採用された。,他經過正式程序被錄用。
n1_egg_0808,彼女は努力で信頼を勝ち取った。,她靠努力贏得了信任。
n1_egg_0809,この店は木を生かした内装が印象的だ。,這家店運用木材的室內裝潢令人印象深刻。
n1_egg_0810,彼の技量なら、この作業も任せられる。,以他的技術水準，這項作業也能交給他。
n1_egg_0811,食事をしながら話すうちに、二人は打ち解けた。,兩人邊吃飯邊聊，逐漸變得融洽。
n1_egg_0812,結論は次回の会議まで保留された。,結論被保留到下次會議。
n1_egg_0813,熟練した職人が細かい作業を担当した。,熟練的工匠負責細緻作業。
n1_egg_0814,彼女は素顔のままでも十分に魅力的だ。,她即使素顏也很有魅力。
n1_egg_0815,一つの倒産が連鎖的に取引先へ広がった。,一家倒閉連鎖擴及往來廠商。
n1_egg_0816,彼は相手の申し出をやんわり断った。,他委婉地拒絕了對方的提議。
n1_egg_0817,湖のほとりに一羽の鶴が立っていた。,湖邊站著一隻鶴。
n1_egg_0818,人は誰でも少しずつ老いていく。,每個人都會一點一點老去。
n1_egg_0819,彼は突然、これまでの主張を翻した。,他突然翻轉了至今的主張。
n1_egg_0820,選手はゴールへ向かって疾走した。,選手朝終點疾馳而去。
n1_egg_0821,彼女は家族の無事を念じた。,她祈求家人平安。
n1_egg_0822,大雨警報が出たため、学校は休校になった。,因發布豪雨警報，學校停課。
n1_egg_0823,この区域では夜間の立ち入りが禁止されている。,這個區域夜間禁止進入。
n1_egg_0824,撮影に必要な機材を車に積んだ。,把拍攝需要的器材裝上車。
n1_egg_0825,その企業は長年、業界の頂点に君臨してきた。,那家公司長年稱霸業界頂端。
n1_egg_0826,医師が患者の症状を丁寧に診た。,醫師仔細診察了病患的症狀。
n1_egg_0827,香ばしい匂いが食欲をそそる。,香氣勾起食慾。
n1_egg_0828,職人が木の板に模様を彫った。,工匠在木板上雕刻圖案。
n1_egg_0829,音楽は疲れた心を癒やしてくれる。,音樂能撫慰疲憊的心。
n1_egg_0830,彼は京都で料理人として修業した。,他在京都修習廚師技藝。
n1_egg_0831,不足分の資料を各部署からかき集めた。,從各部門搜集不足的資料。
n1_egg_0832,その投資話はどうも胡散臭い。,那個投資說法總覺得很可疑。
n1_egg_0833,新人向けに接客の心得をまとめた。,為新人整理了接待客人的須知。
n1_egg_0834,条件に該当する人だけが申し込める。,只有符合條件的人可以申請。
n1_egg_0835,両国は親密な関係を築いている。,兩國建立了密切關係。
n1_egg_0836,泥が靴の底に付着していた。,泥土附著在鞋底。
n1_egg_0837,遺産の分配をめぐって家族がもめた。,家人為了遺產分配起了爭執。
n1_egg_0838,この布地は薄くて夏服に向いている。,這種布料很薄，適合做夏裝。
n1_egg_0839,先生は留学時代のエピソードを話してくれた。,老師說了留學時期的軼事。
n1_egg_0840,この薬品は低温で保持する必要がある。,這種藥品需要低溫保存。
n1_egg_0841,長年の願いがついに成就した。,多年的願望終於實現。
n1_egg_0842,彼は無実を訴え続けた。,他持續主張自己無辜。
n1_egg_0843,表情から彼女の不安を推察した。,從表情推測出她的不安。
n1_egg_0844,彼は幼いころから武術を習っている。,他從小就學武術。
n1_egg_0845,彼女は市長選に立候補した。,她參選了市長選舉。
n1_egg_0846,彼は小さな音にも神経質になる。,他連小聲音都會很敏感。
n1_egg_0847,万事うまくいくとは限らない。,不是一切事情都會順利。
n1_egg_0848,母親は泣いている赤ちゃんをあやした。,母親哄著哭泣的嬰兒。
n1_egg_0849,彼らは同類の問題を抱えている。,他們抱持同類問題。
n1_egg_0850,彼の力量ではこの任務はまだ難しい。,以他的能力來說，這項任務還很難。
n1_egg_0851,勝っても心はむなしいままだった。,即使贏了，心裡仍然空虛。
n1_egg_0852,その言い回しは少し失礼に聞こえる。,那個措辭聽起來有點失禮。
n1_egg_0853,不公平な扱いに強い憤りを感じた。,對不公平待遇感到強烈憤怒。
n1_egg_0854,来週、海外の研究者が大学を来訪する。,下週海外研究者將造訪大學。
n1_egg_0855,枝の先を少しそいで形を整えた。,稍微削掉樹枝前端整理形狀。
n1_egg_0856,彼の動機は純な善意からだった。,他的動機出自純粹善意。
n1_egg_0857,この車には最新の安全装置が搭載されている。,這台車搭載了最新安全裝置。
n1_egg_0858,大昔、この地域は海だったと言われている。,據說很久以前，這個地區曾是海。
n1_egg_0859,若手の研究者が新しい発見をした。,年輕研究者有了新的發現。
n1_egg_0860,将来の需要を見越して工場を拡張した。,預測將來需求而擴建工廠。
n1_egg_0861,被害は広範囲に及んだ。,災害影響範圍很廣。
n1_egg_0862,重要な数字を見落として計算を間違えた。,看漏重要數字而算錯。
n1_egg_0863,堅苦しい説明より、具体例を出したほうが分かりやすい。,比起拘謹說明，提出具體例子更容易懂。
n1_egg_0864,肩書きだけで人を判断してはいけない。,不該只用頭銜判斷一個人。
n1_egg_0865,牛乳を二パック買った。,買了兩盒牛奶。
n1_egg_0866,彼は若いころの失敗を今も悔いている。,他至今仍後悔年輕時的失敗。
n1_egg_0867,この映画は当時としては前衛的だった。,這部電影在當時相當前衛。
n1_egg_0868,休日に川沿いを散策した。,假日沿著河邊散步。
n1_egg_0870,乾燥すると鼻の粘膜が傷つきやすい。,乾燥時鼻黏膜容易受傷。
n1_egg_0871,青い服が白い背景によく映える。,藍色衣服在白色背景下很顯眼。
n1_egg_0872,この作業は機械に大きな負荷をかける。,這項作業會對機器造成很大負荷。
n1_egg_0873,不毛な議論を続けても意味がない。,持續沒有成果的討論沒有意義。
n1_egg_0874,公園の壁に落書きが残っていた。,公園牆上留著塗鴉。
n1_egg_0875,彼は異変にいち早く気づいた。,他很快就注意到異常。
n1_egg_0876,運動後は水分を十分に摂取してください。,運動後請充分攝取水分。
n1_egg_0877,彼はゴール直前で力尽きて倒れた。,他在終點前力竭倒下。
n1_egg_0878,店員に対する横暴な態度は許されない。,對店員的蠻橫態度不能被接受。
n1_egg_0879,社会は弱者を支える仕組みを整えるべきだ。,社會應該建立支援弱勢者的制度。
n1_egg_0880,大型機械を工場まで運搬した。,把大型機械搬運到工廠。
n1_egg_0881,長く話し続けて声がかすれた。,長時間說話後聲音沙啞了。
n1_egg_0882,先生は失敗した生徒に寛大だった。,老師對失敗的學生很寬容。
n1_egg_0884,娘は小さいころ人見知りが激しかった。,女兒小時候很怕生。
n1_egg_0885,紙をポケットに入れたままにして、くしゃくしゃになった。,紙一直放在口袋裡，變得皺巴巴。
n1_egg_0886,この案は完成にはまだ程遠い。,這個方案離完成還差很遠。
n1_egg_0887,庭の花を愛でながらお茶を飲んだ。,一邊欣賞庭院的花，一邊喝茶。
n1_egg_0888,車のドアがぶつかってへこんだ。,車門撞到後凹了下去。
n1_egg_0889,古い写真を見て学生時代を思い起こした。,看著舊照片想起學生時代。
n1_egg_0890,建設会社が橋の工事を請け負った。,建設公司承包了橋梁工程。
n1_egg_0891,子どもたちは無心に砂遊びをしていた。,孩子們專心地玩沙。
n1_egg_0892,木陰で少し休んでから歩き出した。,在樹蔭下稍微休息後才出發。
n1_egg_0893,彼はこの町で生まれ育った。,他在這個城鎮出生長大。
n1_egg_0894,海外の研究者とのネットワークを広げたい。,想拓展與海外研究者的人脈網。
n1_egg_0895,初めてにしては上出来だった。,以第一次來說，成果很出色。
n1_egg_0896,店の前面は大きなガラス張りになっている。,店的前面是大片玻璃。
n1_egg_0897,彼は交渉で見事な手腕を発揮した。,他在交涉中展現了高明手腕。
n1_egg_0898,彼の演説には人を動かす気迫があった。,他的演說有打動人的氣魄。
n1_egg_0899,チームは難しい局面を迎えている。,團隊正面臨困難局面。
n1_egg_0900,久しぶりに昔の教え子から連絡が来た。,久違地收到以前學生的聯絡。
n1_egg_0901,選手たちは掛け声を合わせて走り出した。,選手們配合口號跑了出去。
